Title,Price($),Address,Date Posted,Building Type,Bedrooms,Bathrooms,Utilities,Wi-Fi and More,Parking Included,Agreement Type,Move-In Date,Pet Friendly,Size (sqft),Furnished,Air Conditioning,Personal Outdoor Space,Smoking Permitted,Appliances,Amenities,Description,Visit Counter,url
Private Bathroom - Long Term Furnished Room - MALE ONLY,1400,"North York, ON M6A 1T1",2024-03-12 20:02:33,,,,,,,,,No,,Yes,,,,,,SHORT TERM RENTAL for SINGLE MALE GUEST ONLY (no students),,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-bathroom-long-term-furnished-room-male-only/1688030533
"LRG 2 Bedroom, Jane & Dundas, Baby Point, Junction West",3250,"Toronto, ON M6N 3T7",2024-03-12 20:00:31,Apartment,2,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,1 Year,"March 1, 2024",Limited,"1,200",No,Yes,Yard,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer",Bicycle Parking,"LRG 2-Bedroom
Dundas St W & Jane St @Humbercrest Blvd.
Baby Point Village, Junction West
Main Floor, 1200sqft
Master Bedroom w/ Walk-in Closet
En-Suite Gas Forced Air Heating & A/C
En-Suite Washer/ Dryer
Stainless Steel Appliances
Gas Fire Place
Skylight
Hardwood Flooring Throughout
Bicycle Storage
1 Parking Spot Available On Site
Freshly repainted on or before occupancy.",221 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/lrg-2-bedroom-jane-dundas-baby-point-junction-west/1684558308
1132 Glengrove Main Floor,3300,"1132 Glengrove Avenue West, Toronto, ON, M6B 2K4",2024-03-12 20:00:01,House,3,1,,Not Included,0,Not Available,"March 1, 2024",No,900,No,Yes,Not Included,No,"Laundry (In Unit), Fridge / Freezer",,"A fully renovated 3 bedroom main floor apartment in a great location.  Close to schools, shopping and places of worship.  A must see.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1132-glengrove-main-floor/1688028480
Brand New 2 Bedroom Suite for Rent at Lytton Heights,3395,"1450 Avenue Road, Toronto, ON, M5N 2H7",2024-03-12 20:00:01,Apartment,2,1,"Hydro_No,Heat_No,Water_Yes",Not Included,1,Not Available,"October 1, 2023",Yes,899,No,Yes,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer",Storage Space,"Welcome to Lytton Heights where prime location and contemporary elegance meet! Conveniently located just steps from Avenue & Lawrence, residents enjoy a Pusateri’s, Starbucks, a 24hr Shoppers Drug Mart, a nearby TTC bus stop, and a short walk to Lawrence Subway station. Nestled in a coveted school district that is home to John Ross Robertson Jr, Glenview, SR Lawrence Park Collegiate and Havergal College, Lytton Heights is an ideal home for both families and professionals alike. Newly-renovated suites boast sleek appliances, modern amenities and elegant finishes with a variety of 886-908 square foot floor plans to choose from. Contact us today to discover the urban convenience that this boutique development offers!",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-2-bedroom-suite-for-rent-at-lytton-heights/1688028606
2 Bedroom King and Bathurst,2900,"90 Niagara Street, Toronto, ON, M5V 0P9",2024-03-12 20:00:01,Condo,2,1,"Hydro_Yes,Heat_No,Water_Yes",Not Included,1,Not Available,"December 18, 2023",No,700,Yes,Yes,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building",2 Bedroom Modern Building,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-king-and-bathurst/1688028447
2 Story 2 Bedroom Apartments,2600,"2808 Keele Street, Toronto, ON, M3M 2G5",2024-03-12 20:00:01,Apartment,2,1,"Hydro_No,Heat_No,Water_Yes",Not Included,0,Not Available,"February 1, 2024",Yes,860,No,No,Not Included,No,Fridge / Freezer,Elevator in Building,Looking for a quiet and comfortable two-bedroom apartment in a low-rise building in North York? Look no further than2808 Keele Street!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-story-2-bedroom-apartments/1688028857
Spacious and Clean 2 Bedroom Units,2100,"923 Wilson Avenue, Toronto, ON, M3K 1E7",2024-03-12 20:00:01,Apartment,1,1,"Hydro_No,Heat_No,Water_Yes",Not Included,0,Not Available,"December 1, 2023",No,800,No,No,Not Included,No,Fridge / Freezer,,"Welcome to Wilson Apartments - your new home in the heart of North York! Located near Wilson and Dufferin, our community offers everything you need to live your best life in the city.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-and-clean-2-bedroom-units/1688028429
Spacious and Clean Bachelor Unit,2200,"450 Winona Drive, Toronto, ON, M6C 3T7",2024-03-12 20:00:01,Apartment,1,1,"Hydro_No,Heat_No,Water_Yes",Not Included,0,Not Available,"January 1, 2024",No,700,No,No,Not Included,No,Fridge / Freezer,,"Welcome to your new home at 450 Winona Drive, nestled in the heart of Toronto's vibrant and thriving community. Experience the epitome of comfort, convenience, and style in this fantastic apartment.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-and-clean-bachelor-unit/1688028511
Newly Renovated Large 3/4 Bedroom Apartment For Rent - Eglinton,3750,"1715 Eglinton Avenue West, Toronto, ON, M6E 2H4",2024-03-12 20:00:01,Apartment,3 + Den,1,"Hydro_No,Heat_No,Water_Yes",Not Included,1,Not Available,"March 1, 2024",Yes,"1,000",No,No,Not Included,No,"Laundry (In Unit), Fridge / Freezer",,"Welcome! Your new home has direct bus stop access, connecting you to the city, and is a short walk to Eglinton West Station, providing access to Subway 1 LINE 1 (YONGE-UNIVERSITY). Enjoy a variety of services and amenities, retail, grocery stores, parks, schools, libraries, entertainment and recreational options. Nearby parks include Walter Saunder Memorial Park, Fairbanks Memorial Park, and Ben Nobleman Park.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-large-3-4-bedroom-apartment-for-rent-eglinton/1688028655
Royal York Gardens,2925,"1137 Royal York Road, Toronto, ON, M9A 0C3",2024-03-12 20:00:01,Apartment,2,2,"Hydro_No,Heat_No,Water_Yes",Not Included,1,Not Available,"January 3, 2024",Yes,1,No,No,Not Included,No,,"Storage Space, Elevator in Building","Royal York Gardens at 1137 Royal York Road is located steps from transit, lush parklands and the Humber River Recreational Trail. Amenities include parking and laundry facilities",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/royal-york-gardens/1688028533
Beautiful and Modern 1 Bedroom Unit Steps from Glencairn Subway,2300,"814 Glencairn Avenue, Toronto, ON, M6B 2A3",2024-03-12 20:00:01,Apartment,1,1,"Hydro_No,Heat_No,Water_Yes",Not Included,1,Not Available,"May 1, 2024",Yes,511,No,Yes,Not Included,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,"Live In A Beautiful And New 1 Bedroom Unit Only Steps Away From Glencairn Subway Station. This Brand New Unit Features A 4 Piece Modern Bathroom, A Large Open Concept Kitchen With Stainless Steel Appliances, In-Suite Washer And Dryer, And Includes 1 Parking Spot. Close to TTC, Schools, Places Of Worship, Parks, Restaurants And Much More! Do Not Miss This Bright And Spacious Unit That Checks All The Boxes.**** EXTRAS **** S/S Fridge, Built In S/S Microwave, S/S Gas Stove/Oven, S/S Dishwasher, In Suite Washer/Dryer, All Light Fixtures, One Parking Spot. Unit Has Its Own AC And Furnace With Separate Thermostat. Front And Side Entrance Access To Unit.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-and-modern-1-bedroom-unit-steps-from-glencairn-subway/1688028637
Waterfront Living 1 Bed Condo 38 Dan Leckie Way,2300,"38 Dan Leckie Way, Toronto, ON, M5V 2V6",2024-03-12 20:00:01,Condo,1,1,,Not Included,0,Not Available,"April 1, 2023",No,550,No,Yes,Not Included,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Storage Space, Elevator in Building","Waterfront Living Awaits! Unobstructed Views Of The Southwest Waterfront, Complete With Modern European Styling & Fresh Paint. Open-Concept Design Features Gleaming Hardwood Floors, Stainless Steel Appliances, A Built-In Pantry In The Kitchen. Incredible Wrap-Around Balcony That Boasts Over 100 Sqft Of Outdoor Living Space!",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/waterfront-living-1-bed-condo-38-dan-leckie-way/1688029067
2BD at 45 La Rose Avenue - Richview Developments,2995,"45 La Rose Avenue, Toronto, ON, M9P 1A8",2024-03-12 20:00:01,Apartment,2,2,"Hydro_No,Heat_No,Water_Yes",Not Included,1,Not Available,"January 9, 2024",Yes,1,No,Yes,Not Included,No,Fridge / Freezer,"Pool, Storage Space, Elevator in Building","45 La Rose Avenue is located steps from transit, lush parklands and the Humber River Recreational Trail.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2bd-at-45-la-rose-avenue-richview-developments/1688028938
Stunning Modern New Build 2 Bedroom 2 Bathroom With A Back Patio,3200,"2134 Dundas Street West, Toronto, ON, M6R 1X2",2024-03-12 20:00:01,House,2,2,"Hydro_No,Heat_No,Water_Yes",Not Included,0,Not Available,"February 1, 2024",Yes,"1,200",Yes,Yes,YardBalcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,Welcome to your dream apartment!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/stunning-modern-new-build-2-bedroom-2-bathroom-with-a-back-patio/1688029049
"Recently renovated executive rental, South Annex ($5800 + utilit",5800,"24 Borden Street, Toronto, ON, M5S 2M9",2024-03-12 20:00:01,House,4,2,,Not Included,0,Not Available,"May 1, 2024",No,"1,500",Yes,Yes,YardBalcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,"Second and third floor of a fully renovated Victorian home. All new hardwood floors, SS appliances, fixtures, kitchen, bathrooms, laundry, plumbing, electrical, windows, etc. all done to code with permits.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/recently-renovated-executive-rental-south-annex-5800-utilit/1688029069
"2 Bed, 3 Bath Condo Townhouse in South Etobicoke",2950,"90 Eastwood Park Gardens, Toronto, ON, M8W 0B2",2024-03-12 20:00:01,Townhouse,2,3,"Hydro_No,Heat_No,Water_Yes",Not Included,1,Not Available,"February 1, 2024",Yes,"1,200",No,Yes,Yard,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,"South Etobicoke, just steps from the lake. Conveniently located near TTC and Longbranch Go Station, with easy access to major highways. Explore nearby dining and entertainment options. This is more than a home; it's a lifestyle. Seize the opportunity to experience urban luxury in the heart of South Etobicoke.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-3-bath-condo-townhouse-in-south-etobicoke/1688028624
2 Bed / 1 Bath home in the Annex,9500,"569 Euclid Avenue, Toronto, ON, M6G 2T3",2024-03-12 20:00:01,Townhouse,2,3,"Hydro_No,Heat_No,Water_Yes",Not Included,1,Not Available,"December 1, 2020",Yes,"1,400",Yes,Yes,Yard,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-1-bath-home-in-the-annex/1688028590
1 Bed + 1 Bath Basement Apartment in prime location beside CNE,1500,"15 Springhurst Avenue, Toronto, ON, M6K 1A8",2024-03-12 20:00:01,House,1,1,"Hydro_Yes,Heat_No,Water_Yes",Not Included,0,Not Available,"April 1, 2024",No,800,No,Yes,Not Included,No,"Laundry (In Unit), Fridge / Freezer",,"Modest 1 Bed + 1 Bath basement apartment in prime location beside CNE, within 1 min walking access to TTC bus stop on Dufferin. Conveniently located to commute anywhere downtown. Separate entrance with spacious full kitchen, with fridge and new electric stove. Full bathroom with shower/tub. Separate bedroom with walk-in closet. Shared laundry room (washer/dryer) with owner. Monthly rent includes all utilities. TV/Internet is separate and paid by tenant. No smoking and No pets due to allergies.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-1-bath-basement-apartment-in-prime-location-beside-cne/1688029151
