Title,Price,Address,Posting Date,Building Type,Bedrooms,Bathrooms,Utilities Included,Wi-Fi and More,Description,Visit Counter,User Info,url
Downtown 2 Bedroom Condo For Rent,"$2,600No Utilities Included","158 Front St E, Toronto, ON M5A 0K9","March 10, 2024 8:00 PM",Condo,2,1,,Cable / TVInternet,"Wake up, to the sun rising, in this 19th storey condo with a fantastic eastern view of the city.
On the 14th floor the building divides into twin towers and between these towers is an outdoor pool and lounge with absolutely breathtaking views north and south to the lake.
On the 10th floor is a large outdoor BBQ pit facing towards the lake and indoors is a large party room for all tenants to enjoy.
There are also a library and a place to shoot a game of pool and I’m not sure if they are opened yet. But what is opened is a fully equipped 2 storey gymnasium. Scheduled classes in yoga that you can join and I’ve seen notices in the elevator that suggest there are other activities as well.
The condominium is located at the intersection of Sherbourne and Front st East. There is a Cobbs bakery and a nail salon and more retail space not yet leased at ground level.
There is everything you need a within walking distance, St Lawrence Market 5 minutes, the lake and it’s boardwalk 10 minutes, the distillery district 15 minutes. Bars, restaurants, theatres, pastry shops, clothing stores, fast food, supermarkets and anything else you need ! Always something to do if you’re bored.
The concierge personnel are always courteous and ready to assist if needed. The management also keeps a close eye out for persons using their condos as AIR BNB as it is strictly prohibited !!
There is quite a diverse population, people from all over the world living here under one roof and you would think that most people do find it to be a very friendly atmosphere!!! It really is a cool place to live.
Parking is available if necessary!
Storage space frequently becomes available on building link which is an on-line form of communication between tenants and u can look for a variety of services. You can also voice complaints and communicate for services required from condo management!",250 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-2-bedroom-condo-for-rent/1685299950
Therapeutic Office Rooms for Rent by hour Downtown Toronto,,"Dundas St W, Toronto, ON M5T 1G4","March 10, 2024 8:00 PM",,,,,,As low as $10 per half an hour!,884 visits,KKijiji User,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/therapeutic-office-rooms-for-rent-by-hour-downtown-toronto/1680531178
1030 SHEPPARD AV. WEST & Allen Rd.,,"1030 Sheppard Ave W, North York, ON M3H 6C1","March 10, 2024 8:00 PM",,,,,,"1 Fully Furnished BEDROOM with lock & a Separate BATHROOM in a Shared 2 Bedrooms & 2 Bathrooms Condo Suite. All Utilities, Internet, Monthly Cleaning & Gym included in rent. Steps from TTC SHEPPARD AV. WEST (Subway & Bus) STATION. Only 3 short stops from York University & 2 short stops from Yorkdale Shopping Center. "" For 1 Person/Tenant Only "", No Smoking & No Pets allowed. Roof Top Walkway available Spring, Summer & Fall. Underground Parking Available at extra. Lease for 1 Year (shortest 8 Months considered). AVAILABLE NOW ! If you are serious the Last Month's Rent Required as a Deposit to hold the Room for you. 1st Month's Rent Required upon moving into suite.",733 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1030-sheppard-av-west-allen-rd/1685594732
Main flr of new house w yard & parking in Little Italy; May 1,"$2,799No Utilities Included","Ossington Ave, Toronto, ON M6G 3T3","March 10, 2024 8:00 PM",Apartment,2,1,,Not Included,"Luxurious two-bedroom apartment on entire main floor of Little Italy house built in 2011. Pets and humans will enjoy the attractive fenced backyard opening from the rear bedroom. High ceilings, quiet bedrooms, new kitchen with new dishwasher, range and fridge, plus private free washer and dryer. New four-piece bathroom. Central air. Two large closets. Private deck at rear. Quiet pets welcome. No smoking. Luxuriate in the sunlight that pours into this modern downtown refuge, three blocks from the Ossington subway station, one block from the College streetcar and right on the Ossington bus route. Parks, grocery stores and restaurants are seconds away in one of Toronto's trendiest neighbourhoods! May 1 occupancy. $2799 including parking, plus $199 for utilities. Contact Jeff today!",10 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/main-flr-of-new-house-w-yard-parking-in-little-italy-may-1/1687843718
Furnished Room in Scarborough for Rent (Weekly / Monthly),,"Fairwood Crescent, Scarborough, ON","March 10, 2024 8:00 PM",,,,,,"Newly renovated very spacious & luxurious one bed room, 2 shared washrooms, shared kitchen, shared laundry, free WiFi which is on the upper floor of a bungalow house in Scarborough for rent. Immediately available for rent. Main intersection Kingston road and Morning side road. Rent $60/day, $410/Weekly, $1600/month including utilities. Easy transportation, 3 minute walking distance to TTC bus stop and very closed and walking distance to University of Toronto (Scarborough Campus), Centennial College (Morning side Campus). Easy transportation for Centennial College (Progress Campus), Seneca College (Finch) and Lambton College. Kids school is very closed to the house just 3/4 minutes walking distance. Groceries, Banks and all other amenities are closed to the house and walking distance. We are looking a gentle and good working professional or South Asian students. Require 2 months rent (First month, last month). Interested person please text or call me at 6477043208.",14 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-in-scarborough-for-rent-weekly-monthly/1687843695
den + private bathroom for rent at yonge eglinton condo,"$1,000No Utilities Included","Toronto, ON M4P","March 10, 2024 7:59 PM",Condo,1,1,,Not Included,"Den with private washroom for rent at new Yonge Eglinton condo (Econdos) at 8 Eglinton Ave E
-$1000+ utilities + internet or $1100 all inclusive pricing (includes internet, utilities, everything)
-The roommate occupying the bedroom is male
-1 minute walk to Eglinton station, restaurants, Goodlife, Cineplex, grocery stores, and bars
-pool, gym, sauna, study room are some amenities available for use
-6 month rental minimum. Can consider 4 month rental for slightly higher price $1050 (or $1150 all inclusive)
-if you are interested, tell me a little about yourself",18 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/den-private-bathroom-for-rent-at-yonge-eglinton-condo/1687843539
*-*-* FURNISHED DOWNTOWN LOFT @ Queen W ($2750) *-*-*,"$2,750Some Utilities Included","15 Beverley Street, Toronto, ON","March 10, 2024 7:58 PM",Condo,1,1,"Hydro, Heat, Water",Not Included,"*** FURNISHED ***
$2750 ONLY!!!
Parking available for $200!
$2650 - Unfurnished...",5 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/furnished-downtown-loft-queen-w-2750/1687843453
Masters® 300 ml High Temperature Silicone Sealant,,"Waterloo, ON N2T","February 25, 2024 2:03 AM",,,,,,Masters® 300 ml High Temperature Silicone Sealant,39 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/den-private-bathroom-for-rent-at-yonge-eglinton-condo/1687843290
"Oriole Apartments - 2 Bdrm available at 1 Oriole Road , Toronto","$2,685Some Utilities Included","1 Oriole Road, Toronto, ON, M4V 2E7","March 10, 2024 7:55 PM",Apartment,2,1,"Hydro, Heat, Water",Not Included,No Last Month's Rent Deposit,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/oriole-apartments-2-bdrm-available-at-1-oriole-road-toronto/1670341608
"Oriole Apartments - Bachelor available at 1 Oriole Road , Toront","$1,990Some Utilities Included","1 Oriole Road, Toronto, ON, M4V 2E7","March 10, 2024 7:55 PM",Apartment,Bachelor/Studio,1,"Hydro, Heat, Water",Not Included,No Last Month's Rent Deposit,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/oriole-apartments-bachelor-available-at-1-oriole-road-toront/1670341646
Downtown Toronto indoor car parking,,"Toronto, ON M5G","March 10, 2024 7:53 PM",,,,,,"Downtown Toronto indoor car parking. Near University of Toronto, Sick kids hospital and Eaton Centre. 24 hours security. Available May 1st, 2024.",4 visits,KKijiji User,https://www.kijiji.ca/v-storage-parking/city-of-toronto/downtown-toronto-indoor-car-parking/1687842992
Welcome to your new 2 Bed home in Harbord Village!,"$2,400Some Utilities Included","310 Harbord Street, Toronto, ON, M6G 1G8","March 10, 2024 7:53 PM",House,2,1,"Hydro, Heat, Water",Not Included,"Welcome to your new home in Harbord Village – a quiet and quaint family neighborhood. Located on the upper floor of a house with own separate entrance. This bright and clean 2 bedroom unit has a 4 piece bathroom, newly upgraded with tile flooring throughout. Rent is $2500/month 12 month lease. Free street parking (no permit required). Steps to Little Italy Fine dining, Quiet Neighborhood. Steps to Bus Stop, Christie Park, Metro, U..of T St. George  Campus, Hydro, included..",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/welcome-to-your-new-2-bed-home-in-harbord-village/1687176938
Furnished room for rent near Seneca College starting 15th March,,"Tall Grass Trail, Woodbridge, ON","March 10, 2024 7:49 PM",,,,,,"Fully furnished & Single occupancy room available for rent near Seneca College at Victoria Park and Finch Ave intersection. TTC bus stop 5mins away and Finch station 15mins away. TV with cable, high speed internet, utilities included in the rent. You'll be sharing the house with one girl. Room available only for Girls. Please reach out with your introduction and your intended duration of stay for further details.",9 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-for-rent-near-seneca-college-starting-15th-march/1687842544
Fully furnished 1 Bed - 1 Bath,,"Dundas Square, Toronto, ON M5B","March 10, 2024 7:49 PM",,,,,,"READ CAREFULLY:
Currently preferring April 15th or May 1st move-ins. The unit is turnkey. Just bring your luggage and you’re set.
Parking is not included
IMMEDIATE MOVE-IN
FURNISHED 1 bed 1 bath unit for 1-3 months sublet with no option for renewal. All utilities and internet included.
Unit: Furnished 1 bed 1 bath in a prestigious upscale condo building with a large balcony, 9' ceilings and 24/7 concierge
AVAILABLE DATE: Immediately
PRICE: $2900. Included: all furnishings (bed, sofa bed, nightstand, lamps, pillows, linens, and towels) window coverings (remote controlled), TV, fridge, stove, dishwaSher, small kitchen appliances (toaster, kettle, coffee maker), cookware (pots & pans), crockery and cutlery, in-suite laundry, use of building amenities (Landscaped Courtyard & Patio With BBQ area, Fully-Equipped Fitness Studio, Sauna, Party Room With Kitchen, 24 Hour Security. Utilities included: hydro, wa",8 visits,KKijiji User,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/fully-furnished-1-bed-1-bath/1687842511
"Shallmar Apartments - 1 Bdrm available at 20 Shallmar Boulevard,","$2,310Some Utilities Included","20 Shallmar Boulevard, Toronto, ON, M4N 1S5","March 10, 2024 7:48 PM",Apartment,1,1,"Hydro, Heat, Water",Not Included,No Last Month's Rent Deposit,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/shallmar-apartments-1-bdrm-available-at-20-shallmar-boulevard/1684151539
"Shallmar Apartments - 2 Bdrm available at 20 Shallmar Boulevard,","$2,740Some Utilities Included","20 Shallmar Boulevard, Toronto, ON, M4N 1S5","March 10, 2024 7:48 PM",Apartment,2,1,"Hydro, Heat, Water",Not Included,No Last Month's Rent Deposit,,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/shallmar-apartments-2-bdrm-available-at-20-shallmar-boulevard/1670650248
"Looking for Barn, Stall, Greenhouse, Workshop, Storage For Rent.",,"North York, ON M3A 2A7","March 10, 2024 7:48 PM",,,,,,"Looking for Barn, Stall, Greenhouse, Workshop, Storage For Rent.
About 250 sf space needed for long term lease. Prefered within half hour drive from 401/404 Hwy.
Barn, Stall, Greenhouse, Workshop, Storage or Chicken Coop.",2 visits,KKijiji User,https://www.kijiji.ca/v-storage-parking/city-of-toronto/looking-for-barn-stall-greenhouse-workshop-storage-for-rent/1687842407
***BRAND NEW 1+1 2B CONDO For rent in DOWNTOWN $2400 only!,"$2,400No Utilities Included","Mutual St, Toronto, ON M5B 2A9","March 10, 2024 7:47 PM",Condo,1 + Den,2,,Not Included,"*** Wow, Hurry up! ! !
BRAND NEW 1B+1DEN 2BATHROOMs CONDO for rent in DOWNTOWN TORONTO. Den can be used as 2nd bedroom with independent bathroom. Close to Ryerson University, subway stations, shopping centre, and all amenities.
Available IMMEDIATELY!",3 visits,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-1-1-2b-condo-for-rent-in-downtown-2400-only/1687842314
[Female Only] College & Spadina Room Rent with free breakfast!,,"College Street, Toronto, ON","March 10, 2024 7:47 PM",,,,,,"A spacious unit located steps away from the University of Toronto St. George Campus. The room comes with a double-sized bed, armoire, study desk, chair, and storage. A breakfast plan of $1275 will be given away for free!",6 visits,KKijiji User,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/female-only-college-spadina-room-rent-with-free-breakfast/1687842254
"1 bedroom @ 33 Shore Breeze Dr Etobicoke, ON M8V0G1","$2,450Some Utilities Included","Etobicoke, ON M8V 0G1","March 10, 2024 7:43 PM",Condo,1,1,"Hydro, Heat, Water",Not Included,"1 bedroom @ 33 Shore Breeze Dr Etobicoke, ON M8V0G1
Jade Waterfront Condo. High Floor with Beautiful Lakeview and City Skyline. Wrap Around Large Balcony 133 Sq.Ft. 9' Ceiling, Open Concept Liv/Din/Kitchen. Upgrade Kitchen with Stainless Steel Appliances. Excellent Building Amenities Include Gym, Yoga Studio, Fitness Centre & Lounge, Outdoor Pool And Hot Tub, Theatre And Game Room. Close To Highway **** EXTRAS **** Stainless Steel Fridge, Stove, Dishwasher, Microwave, Range hood, Stacked Washer And Dryer, Existing Window Coverings, Exiting Light Fixtures.
Available April 1st
Monthly rent $2450.00
560sq F
Parking included
Locker included
Facing West South
Yes AC and Heat included
Tenant Pays Own Hydro.
If this add is up means unit still available
https://www.youtube.com/watch?v=TiLsHFTyYkg
The following are required:
Letter of employment
Letter from previous landlord
Score credit
3 paystubs
416 617 4424
NO EMAIL",,KKijiji User,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-33-shore-breeze-dr-etobicoke-on-m8v0g1/1687841890
